Reaction_No,Reactant_1_Name,Reactant_2_Name,Catalyst_1_Short_Hand,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,,
249,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,KOH,DMF,79.14,,
250,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,KOH,DMF,10.07,,
251,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,KOH,DMF,4.46,,
252,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,KOH,DMF,15.88,,
253,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,LiOtBu,DMF,23.07,,
254,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,LiOtBu,DMF,7.07,,
255,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,LiOtBu,DMF,4.12,,
256,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,LiOtBu,DMF,6.71,,
257,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,LiOtBu,DMF,2.67,,
258,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,LiOtBu,DMF,6.27,,
259,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,LiOtBu,DMF,71.54,,
260,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,LiOtBu,DMF,10.01,,
261,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,LiOtBu,DMF,61.47,,
262,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,LiOtBu,DMF,9.54,,
263,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,LiOtBu,DMF,0.00,,
264,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,LiOtBu,DMF,15.89,,
265,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,Et3N,DMF,17.90,,
266,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,Et3N,DMF,4.61,,
267,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,Et3N,DMF,4.60,,
268,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,Et3N,DMF,7.56,,
269,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,Et3N,DMF,2.56,,
270,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,Et3N,DMF,6.26,,
271,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,Et3N,DMF,72.84,,
272,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,Et3N,DMF,10.17,,
273,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,Et3N,DMF,67.48,,
274,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,Et3N,DMF,9.64,,
275,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,Et3N,DMF,0.00,,
276,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,Et3N,DMF,15.05,,
277,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,None,DMF,19.08,,
278,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,None,DMF,4.88,,
279,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,None,DMF,5.43,,
280,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,None,DMF,7.06,,
281,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,None,DMF,1.22,,
282,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,None,DMF,8.89,,
283,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,None,DMF,49.12,,
284,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,None,DMF,11.15,,
285,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,None,DMF,43.52,,
286,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,None,DMF,8.86,,
287,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,None,DMF,0.00,,
288,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,None,DMF,15.12,,
289,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,NaOH,MeOH,33.37,,
290,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,NaOH,MeOH,15.35,,
291,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,NaOH,MeOH,30.96,,
292,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,NaOH,MeOH,32.72,,
293,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,NaOH,MeOH,34.24,,
294,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,NaOH,MeOH,14.91,,
295,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,NaOH,MeOH,43.30,,
296,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,NaOH,MeOH,17.57,,
297,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,NaOH,MeOH,37.65,,
298,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,NaOH,MeOH,14.59,,
299,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,NaOH,MeOH,13.10,,
300,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,NaOH,MeOH,15.33,,
301,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,NaHCO3,MeOH,27.30,,
302,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,NaHCO3,MeOH,37.47,,
303,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,NaHCO3,MeOH,13.08,,
304,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,NaHCO3,MeOH,27.89,,
305,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,NaHCO3,MeOH,14.40,,
306,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,NaHCO3,MeOH,25.15,,
307,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,NaHCO3,MeOH,16.51,,
308,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,NaHCO3,MeOH,27.56,,
309,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,NaHCO3,MeOH,30.98,,
310,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,NaHCO3,MeOH,20.16,,
311,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,NaHCO3,MeOH,25.90,,
312,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,NaHCO3,MeOH,12.65,,
313,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,CsF,MeOH,28.45,,
314,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,CsF,MeOH,13.64,,
315,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,CsF,MeOH,31.82,,
316,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,CsF,MeOH,30.94,,
317,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,CsF,MeOH,31.98,,
318,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,CsF,MeOH,28.13,,
319,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,CsF,MeOH,18.42,,
320,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,CsF,MeOH,15.46,,
321,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,CsF,MeOH,35.00,,
322,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,CsF,MeOH,20.71,,
323,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,CsF,MeOH,32.24,,
324,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,CsF,MeOH,33.68,,
325,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,K3PO4,MeOH,26.85,,
326,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,K3PO4,MeOH,15.50,,
327,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,K3PO4,MeOH,12.57,,
328,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,K3PO4,MeOH,14.40,,
329,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,K3PO4,MeOH,13.04,,
330,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,K3PO4,MeOH,15.23,,
331,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,K3PO4,MeOH,22.25,,
332,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,K3PO4,MeOH,17.28,,
333,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,K3PO4,MeOH,22.24,,
334,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,K3PO4,MeOH,15.83,,
335,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,K3PO4,MeOH,14.97,,
336,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,K3PO4,MeOH,13.77,,
337,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,KOH,MeOH,14.91,,
338,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,KOH,MeOH,18.37,,
339,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,KOH,MeOH,22.52,,
340,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,KOH,MeOH,39.31,,
341,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,KOH,MeOH,18.24,,
342,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,KOH,MeOH,30.77,,
343,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,KOH,MeOH,19.02,,
344,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,KOH,MeOH,16.03,,
345,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,KOH,MeOH,40.25,,
346,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,KOH,MeOH,17.68,,
347,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,KOH,MeOH,15.64,,
348,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,KOH,MeOH,26.27,,
349,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,LiOtBu,MeOH,12.85,,
350,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,LiOtBu,MeOH,22.93,,
351,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,LiOtBu,MeOH,12.79,,
352,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,LiOtBu,MeOH,13.31,,
353,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,LiOtBu,MeOH,11.64,,
354,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,LiOtBu,MeOH,13.56,,
355,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,LiOtBu,MeOH,16.83,,
356,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,LiOtBu,MeOH,21.55,,
357,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,LiOtBu,MeOH,27.33,,
358,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,LiOtBu,MeOH,26.97,,
359,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,LiOtBu,MeOH,25.55,,
360,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,LiOtBu,MeOH,15.42,,
361,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,Et3N,MeOH,12.62,,
362,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,Et3N,MeOH,17.43,,
363,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,Et3N,MeOH,13.35,,
364,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,Et3N,MeOH,27.89,,
365,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,Et3N,MeOH,14.65,,
366,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,Et3N,MeOH,31.02,,
367,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,Et3N,MeOH,18.02,,
368,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,Et3N,MeOH,16.25,,
369,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,Et3N,MeOH,32.86,,
370,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,Et3N,MeOH,37.85,,
371,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,Et3N,MeOH,15.18,,
372,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,Et3N,MeOH,15.36,,
373,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,None,MeOH,13.88,,
374,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,None,MeOH,14.70,,
375,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,None,MeOH,32.25,,
376,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,None,MeOH,17.65,,
377,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,None,MeOH,16.99,,
378,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,None,MeOH,41.59,,
379,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,None,MeOH,21.47,,
380,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,None,MeOH,18.25,,
381,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,None,MeOH,37.87,,
382,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,None,MeOH,30.36,,
383,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,None,MeOH,35.32,,
384,6-chloroquinoline,"2a, Boronic Acid",Pd(OAc)2,None,None,MeOH,13.91,,
385,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,NaOH,MeCN,79.31,,
386,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,NaOH,MeCN,85.43,,
387,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,NaOH,MeCN,86.82,,
388,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,NaOH,MeCN,75.98,,
389,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,NaOH,MeCN,41.80,,
390,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,NaOH,MeCN,96.38,,
391,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,NaOH,MeCN,92.63,,
392,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,NaOH,MeCN,46.79,,
393,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,NaOH,MeCN,90.21,,
394,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,NaOH,MeCN,26.02,,
395,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,NaOH,MeCN,10.74,,
396,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,None,NaOH,MeCN,43.15,,
397,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,NaHCO3,MeCN,93.30,,
398,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,NaHCO3,MeCN,90.89,,
399,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,NaHCO3,MeCN,93.44,,
400,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,NaHCO3,MeCN,86.13,,
401,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,NaHCO3,MeCN,28.22,,
402,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,NaHCO3,MeCN,93.94,,
403,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,NaHCO3,MeCN,71.11,,
404,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,NaHCO3,MeCN,33.61,,
405,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,NaHCO3,MeCN,56.96,,
406,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,NaHCO3,MeCN,59.54,,
407,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,NaHCO3,MeCN,0.64,,
408,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,None,NaHCO3,MeCN,23.17,,
409,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,CsF,MeCN,76.51,,
410,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,CsF,MeCN,68.50,,
411,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,CsF,MeCN,83.60,,
412,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,CsF,MeCN,71.00,,
413,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,CsF,MeCN,39.98,,
414,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,CsF,MeCN,84.02,,
415,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,CsF,MeCN,46.81,,
416,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,CsF,MeCN,37.36,,
417,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,CsF,MeCN,46.08,,
418,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,CsF,MeCN,47.46,,
419,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,CsF,MeCN,1.21,,
420,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,None,CsF,MeCN,19.09,,
421,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,K3PO4,MeCN,67.14,,
422,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,K3PO4,MeCN,62.56,,
423,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,K3PO4,MeCN,77.71,,
424,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,K3PO4,MeCN,48.17,,
425,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,K3PO4,MeCN,30.40,,
426,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,K3PO4,MeCN,82.69,,
427,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,K3PO4,MeCN,36.08,,
428,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,K3PO4,MeCN,36.42,,
429,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,K3PO4,MeCN,34.03,,
430,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,K3PO4,MeCN,46.73,,
431,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,K3PO4,MeCN,1.05,,
432,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,None,K3PO4,MeCN,10.13,,
433,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,KOH,MeCN,78.75,,
434,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,KOH,MeCN,76.72,,
435,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,KOH,MeCN,87.47,,
436,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,KOH,MeCN,63.20,,
437,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,KOH,MeCN,40.06,,
438,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,KOH,MeCN,95.57,,
439,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,KOH,MeCN,71.71,,
440,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,KOH,MeCN,39.98,,
441,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,KOH,MeCN,74.15,,
442,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,KOH,MeCN,49.25,,
443,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,KOH,MeCN,9.39,,
444,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,None,KOH,MeCN,20.94,,
445,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,LiOtBu,MeCN,90.99,,
446,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,LiOtBu,MeCN,96.76,,
447,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,LiOtBu,MeCN,91.93,,
448,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,LiOtBu,MeCN,87.49,,
449,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,LiOtBu,MeCN,34.73,,
450,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,LiOtBu,MeCN,95.88,,
451,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,LiOtBu,MeCN,92.53,,
452,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,LiOtBu,MeCN,48.99,,
453,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,LiOtBu,MeCN,75.54,,
454,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,LiOtBu,MeCN,31.65,,
455,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,LiOtBu,MeCN,9.99,,
456,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,None,LiOtBu,MeCN,27.94,,
457,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,Et3N,MeCN,91.95,,
458,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,Et3N,MeCN,88.90,,
459,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,Et3N,MeCN,91.32,,
460,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,Et3N,MeCN,90.60,,
461,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,Et3N,MeCN,25.72,,
462,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,Et3N,MeCN,96.05,,
463,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,Et3N,MeCN,81.16,,
464,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,Et3N,MeCN,38.88,,
465,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,Et3N,MeCN,64.30,,
466,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,Et3N,MeCN,57.41,,
467,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,Et3N,MeCN,5.49,,
468,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,None,Et3N,MeCN,16.82,,
469,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,None,MeCN,91.09,,
470,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,None,MeCN,83.34,,
471,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,None,MeCN,90.34,,
472,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,None,MeCN,67.73,,
473,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,None,MeCN,21.43,,
474,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,None,MeCN,91.81,,
475,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,None,MeCN,61.60,,
476,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,None,MeCN,47.67,,
477,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,None,MeCN,42.69,,
478,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,None,MeCN,62.13,,
479,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,None,MeCN,0.46,,
480,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,None,None,MeCN,14.56,,
481,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,NaOH,THF,87.82,,
482,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Ph)3 ,NaOH,THF,90.21,,
483,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,AmPhos,NaOH,THF,86.25,,
484,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(Cy)3,NaOH,THF,78.26,,
485,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(o-Tol)3,NaOH,THF,70.18,,
486,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,CataCXium A,NaOH,THF,96.57,,
487,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,SPhos,NaOH,THF,72.44,,
488,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dtbpf,NaOH,THF,67.89,,
489,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,XPhos,NaOH,THF,71.64,,
490,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,dppf,NaOH,THF,25.00,,
491,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,Xantphos,NaOH,THF,11.97,,
492,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,None,NaOH,THF,8.10,,
493,6-Bromoquinoline,"2a, Boronic Acid",Pd(OAc)2,P(tBu)3,NaHCO3,THF,93.99,,
